prompts/fix/marketing.md	prompts/loop/marketing.md	mirrors	EXTRACTED
prompts/fix/marketing.md	prompts/optimize/marketing.md	mirrors	EXTRACTED
prompts/fix/product.md	prompts/implement/product.md	mirrors	EXTRACTED
prompts/fix/product.md	prompts/improve/product.md	mirrors	EXTRACTED
prompts/fix/product.md	prompts/loop/product.md	mirrors	EXTRACTED
prompts/fix/product.md	prompts/optimize/product.md	mirrors	EXTRACTED
prompts/fix/technical.md	prompts/implement/technical.md	mirrors	EXTRACTED
prompts/fix/technical.md	prompts/improve/technical.md	mirrors	EXTRACTED
prompts/fix/technical.md	prompts/loop/technical.md	mirrors	EXTRACTED
prompts/fix/technical.md	prompts/optimize/technical.md	mirrors	EXTRACTED
prompts/implement.md	checklists/story-done.checklist.md	mentions	INFERRED
prompts/implement.md	checklists/story-draft.checklist.md	mentions	INFERRED
prompts/implement.md	scripts/bash/detect-stack.sh	mentions	INFERRED
prompts/implement.md	scripts/powershell/detect-stack.ps1	mentions	INFERRED
prompts/implement/business.md	prompts/improve/business.md	mirrors	EXTRACTED
prompts/implement/business.md	prompts/loop/business.md	mirrors	EXTRACTED
prompts/implement/business.md	prompts/optimize/business.md	mirrors	EXTRACTED
prompts/implement/design.md	prompts/improve/design.md	mirrors	EXTRACTED
prompts/implement/design.md	prompts/loop/design.md	mirrors	EXTRACTED
prompts/implement/design.md	prompts/optimize/design.md	mirrors	EXTRACTED
prompts/implement/financial.md	prompts/improve/financial.md	mirrors	EXTRACTED
prompts/implement/financial.md	prompts/loop/financial.md	mirrors	EXTRACTED
prompts/implement/financial.md	prompts/optimize/financial.md	mirrors	EXTRACTED
prompts/implement/legal.md	prompts/improve/legal.md	mirrors	EXTRACTED
prompts/implement/legal.md	prompts/loop/legal.md	mirrors	EXTRACTED
prompts/implement/legal.md	prompts/optimize/legal.md	mirrors	EXTRACTED
prompts/implement/management.md	prompts/improve/management.md	mirrors	EXTRACTED
prompts/implement/management.md	prompts/loop/management.md	mirrors	EXTRACTED
prompts/implement/management.md	prompts/optimize/management.md	mirrors	EXTRACTED
prompts/implement/marketing.md	prompts/improve/marketing.md	mirrors	EXTRACTED
prompts/implement/marketing.md	prompts/loop/marketing.md	mirrors	EXTRACTED
prompts/implement/marketing.md	prompts/optimize/marketing.md	mirrors	EXTRACTED
prompts/implement/product.md	prompts/improve/product.md	mirrors	EXTRACTED
prompts/implement/product.md	prompts/loop/product.md	mirrors	EXTRACTED
prompts/implement/product.md	prompts/optimize/product.md	mirrors	EXTRACTED
prompts/implement/technical.md	prompts/improve/technical.md	mirrors	EXTRACTED
prompts/implement/technical.md	prompts/loop/technical.md	mirrors	EXTRACTED
prompts/implement/technical.md	prompts/optimize/technical.md	mirrors	EXTRACTED
prompts/improve/business.md	prompts/loop/business.md	mirrors	EXTRACTED
prompts/improve/business.md	prompts/optimize/business.md	mirrors	EXTRACTED
prompts/improve/design.md	prompts/loop/design.md	mirrors	EXTRACTED
prompts/improve/design.md	prompts/optimize/design.md	mirrors	EXTRACTED
prompts/improve/financial.md	prompts/loop/financial.md	mirrors	EXTRACTED
prompts/improve/financial.md	prompts/optimize/financial.md	mirrors	EXTRACTED
prompts/improve/legal.md	prompts/loop/legal.md	mirrors	EXTRACTED
prompts/improve/legal.md	prompts/optimize/legal.md	mirrors	EXTRACTED
prompts/improve/management.md	prompts/loop/management.md	mirrors	EXTRACTED
prompts/improve/management.md	prompts/optimize/management.md	mirrors	EXTRACTED
prompts/improve/marketing.md	prompts/loop/marketing.md	mirrors	EXTRACTED
prompts/improve/marketing.md	prompts/optimize/marketing.md	mirrors	EXTRACTED
prompts/improve/product.md	prompts/loop/product.md	mirrors	EXTRACTED
prompts/improve/product.md	prompts/optimize/product.md	mirrors	EXTRACTED
prompts/improve/technical.md	prompts/loop/technical.md	mirrors	EXTRACTED
prompts/improve/technical.md	prompts/optimize/technical.md	mirrors	EXTRACTED
prompts/loop/business.md	prompts/optimize/business.md	mirrors	EXTRACTED
prompts/loop/design.md	prompts/optimize/design.md	mirrors	EXTRACTED
prompts/loop/financial.md	prompts/optimize/financial.md	mirrors	EXTRACTED
prompts/loop/legal.md	prompts/optimize/legal.md	mirrors	EXTRACTED
prompts/loop/management.md	prompts/optimize/management.md	mirrors	EXTRACTED
prompts/loop/marketing.md	prompts/optimize/marketing.md	mirrors	EXTRACTED
prompts/loop/product.md	prompts/optimize/product.md	mirrors	EXTRACTED
prompts/loop/technical.md	prompts/optimize/technical.md	mirrors	EXTRACTED
prompts/start.md	templates/constitution.template.md	mentions	INFERRED
README.md	docs/chatmodes/README.md	references	EXTRACTED
README.md	docs/checklists/README.md	references	EXTRACTED
README.md	docs/instructions/README.md	references	EXTRACTED
README.md	docs/prompts/README.md	references	EXTRACTED
README.md	docs/README.md	references	EXTRACTED
README.md	docs/scripts/README.md	references	EXTRACTED
README.md	docs/templates/README.md	references	EXTRACTED
README.md	docs/testing/README.md	references	EXTRACTED
README.md	scripts/bash/install.sh	mentions	INFERRED
README.md	scripts/powershell/install.ps1	mentions	INFERRED
README.md	templates/ai-headers/README.md	mirrors	EXTRACTED
README.md	templates/cloud/README.md	mirrors	EXTRACTED
README.md	templates/README.md	mirrors	EXTRACTED
scripts/bash/check-task-prerequisites.sh	templates/plan.template.md	mentions	INFERRED
scripts/bash/config-manager.sh	CLAUDE.md	mentions	INFERRED
scripts/bash/config-manager.sh	instructions/plaesy.instructions.md	mentions	INFERRED
scripts/bash/create-new-feature.sh	templates/spec.template.md	mentions	INFERRED
scripts/bash/install.sh	README.md	mentions	INFERRED
scripts/bash/install.sh	scripts/bash/config-manager.sh	mentions	INFERRED
scripts/bash/install.sh	scripts/bash/plaesy-analyze.sh	mentions	INFERRED
scripts/bash/install.sh	scripts/bash/plaesy-clean.sh	mentions	INFERRED
scripts/bash/install.sh	scripts/bash/plaesy-init.sh	mentions	INFERRED
scripts/bash/plaesy-analyze.sh	README.md	mentions	INFERRED
scripts/bash/plaesy-init.sh	AGENTS.md	mentions	INFERRED
scripts/bash/plaesy-init.sh	CLAUDE.md	mentions	INFERRED
scripts/bash/plaesy-init.sh	README.md	mentions	INFERRED
scripts/bash/plaesy-init.sh	scripts/bash/detect-stack.sh	mentions	INFERRED
scripts/bash/plaesy-init.sh	templates/context.template.md	mentions	INFERRED
scripts/bash/plaesy-init.sh	templates/memory.template.md	mentions	INFERRED
scripts/bash/plaesy-trim.sh	README.md	mentions	INFERRED
scripts/bash/update-agent-context.sh	AGENTS.md	mentions	INFERRED
scripts/bash/update-agent-context.sh	CLAUDE.md	mentions	INFERRED
scripts/bash/update-agent-context.sh	templates/agent-file-template.md	mentions	INFERRED
scripts/powershell/check-task-prerequisites.ps1	scripts/powershell/common.ps1	sources	EXTRACTED
scripts/powershell/check-task-prerequisites.ps1	templates/plan.template.md	mentions	INFERRED
scripts/powershell/config-manager.ps1	CLAUDE.md	mentions	INFERRED
scripts/powershell/config-manager.ps1	instructions/plaesy.instructions.md	mentions	INFERRED
scripts/powershell/create-new-feature.ps1	scripts/powershell/common.ps1	sources	EXTRACTED
scripts/powershell/create-new-feature.ps1	templates/spec.template.md	mentions	INFERRED
scripts/powershell/get-feature-paths.ps1	scripts/powershell/common.ps1	sources	EXTRACTED
scripts/powershell/inject-ai-headers.ps1	README.md	mentions	INFERRED
scripts/powershell/inject-ai-headers.ps1	templates/ai-headers/README.md	mentions	INFERRED
scripts/powershell/install.ps1	CLAUDE.md	mentions	INFERRED
scripts/powershell/install.ps1	scripts/powershell/plaesy-analyze.ps1	mentions	INFERRED
scripts/powershell/install.ps1	scripts/powershell/plaesy-helper.ps1	mentions	INFERRED
scripts/powershell/install.ps1	scripts/powershell/plaesy-init.ps1	mentions	INFERRED
scripts/powershell/install.ps1	scripts/powershell/platform-detector.ps1	mentions	INFERRED
scripts/powershell/plaesy-analyze.ps1	README.md	mentions	INFERRED
scripts/powershell/plaesy-clean.ps1	CLAUDE.md	mentions	INFERRED
scripts/powershell/plaesy-clean.ps1	README.md	mentions	INFERRED
scripts/powershell/plaesy-graph.ps1	docs/chatmodes/README.md	mentions	INFERRED
scripts/powershell/plaesy-graph.ps1	instructions/go.instructions.md	mentions	INFERRED
scripts/powershell/plaesy-graph.ps1	README.md	mentions	INFERRED
scripts/powershell/plaesy-helper.ps1	scripts/powershell/plaesy-clean.ps1	mentions	INFERRED
scripts/powershell/plaesy-helper.ps1	scripts/powershell/plaesy-init.ps1	mentions	INFERRED
scripts/powershell/plaesy-helper.ps1	scripts/powershell/platform-detector.ps1	mentions	INFERRED
scripts/powershell/plaesy-init.ps1	AGENTS.md	mentions	INFERRED
scripts/powershell/plaesy-init.ps1	CLAUDE.md	mentions	INFERRED
scripts/powershell/plaesy-init.ps1	README.md	mentions	INFERRED
scripts/powershell/plaesy-trim.ps1	README.md	mentions	INFERRED
scripts/powershell/test-detection.ps1	CLAUDE.md	mentions	INFERRED
scripts/powershell/update-agent-context.ps1	AGENTS.md	mentions	INFERRED
scripts/powershell/update-agent-context.ps1	CLAUDE.md	mentions	INFERRED
scripts/powershell/update-agent-context.ps1	scripts/powershell/common.ps1	sources	EXTRACTED
scripts/powershell/update-agent-context.ps1	templates/agent-file-template.md	mentions	INFERRED
templates/ai-headers/README.md	scripts/bash/inject-ai-headers.sh	mentions	INFERRED
templates/ai-headers/README.md	templates/cloud/README.md	mirrors	EXTRACTED
templates/ai-headers/README.md	templates/README.md	mirrors	EXTRACTED
templates/cloud/README.md	CONTRIBUTING.md	mentions	INFERRED
templates/cloud/README.md	templates/README.md	mirrors	EXTRACTED
templates/plan.template.md	CLAUDE.md	mentions	INFERRED
templates/plan.template.md	README.md	mentions	INFERRED
templates/plan.template.md	scripts/bash/update-agent-context.sh	mentions	INFERRED
templates/plan.template.md	scripts/powershell/update-agent-context.ps1	mentions	INFERRED
templates/plan.template.md	templates/tasks.template.md	mentions	INFERRED
templates/README.md	README.md	mentions	INFERRED
templates/README.md	scripts/bash/plaesy-task-manage.sh	mentions	INFERRED
templates/README.md	templates/adr.template.md	references	EXTRACTED
templates/README.md	templates/agent-file-template.md	references	EXTRACTED
templates/README.md	templates/ai-headers/README.md	references	EXTRACTED
templates/README.md	templates/api-documentation.template.md	references	EXTRACTED
templates/README.md	templates/application.template.md	references	EXTRACTED
templates/README.md	templates/brainstorming.template.md	references	EXTRACTED
templates/README.md	templates/brd.template.md	references	EXTRACTED
templates/README.md	templates/change-request.template.md	references	EXTRACTED
templates/README.md	templates/chatmode.template.md	references	EXTRACTED
templates/README.md	templates/ci-cd-security.template.md	references	EXTRACTED
templates/README.md	templates/cloud/README.md	references	EXTRACTED
templates/README.md	templates/communication-plan.template.md	references	EXTRACTED
templates/README.md	templates/data-governance.template.md	references	EXTRACTED
templates/README.md	templates/deployment-guide.template.md	references	EXTRACTED
templates/README.md	templates/dfd-and-context.template.md	references	EXTRACTED
templates/README.md	templates/dpia.template.md	references	EXTRACTED
templates/README.md	templates/fsd.template.md	references	EXTRACTED
templates/README.md	templates/icd.template.md	references	EXTRACTED
templates/README.md	templates/integration-examples.template.md	references	EXTRACTED
templates/README.md	templates/iso25010-quality-model.template.md	references	EXTRACTED
templates/README.md	templates/migration-plan.template.md	references	EXTRACTED
templates/README.md	templates/mobile-app.template.md	references	EXTRACTED
templates/README.md	templates/monitoring-playbook.template.md	references	EXTRACTED
templates/README.md	templates/orr-checklist.template.md	references	EXTRACTED
templates/README.md	templates/performance-testing-strategy.template.md	references	EXTRACTED
templates/README.md	templates/plan.template.md	references	EXTRACTED
templates/README.md	templates/prd.template.md	references	EXTRACTED
templates/README.md	templates/project-charter.template.md	references	EXTRACTED
templates/README.md	templates/raci-matrix.template.md	references	EXTRACTED
templates/README.md	templates/release-plan.template.md	references	EXTRACTED
templates/README.md	templates/research.template.md	references	EXTRACTED
templates/README.md	templates/risk-register.template.md	references	EXTRACTED
templates/README.md	templates/rtm.template.md	references	EXTRACTED
templates/README.md	templates/runbook.template.md	references	EXTRACTED
templates/README.md	templates/scmp.template.md	references	EXTRACTED
templates/README.md	templates/security-assessment.template.md	references	EXTRACTED
templates/README.md	templates/service.template.md	references	EXTRACTED
templates/README.md	templates/sla.template.md	references	EXTRACTED
templates/README.md	templates/spec.template.md	references	EXTRACTED
templates/README.md	templates/spec-structure-folder.template.md	references	EXTRACTED
templates/README.md	templates/spmp.template.md	references	EXTRACTED
templates/README.md	templates/sqap.template.md	references	EXTRACTED
templates/README.md	templates/srs.template.md	references	EXTRACTED
templates/README.md	templates/stakeholder-register.template.md	references	EXTRACTED
templates/README.md	templates/status.template.md	references	EXTRACTED
templates/README.md	templates/task-readme.template.md	references	EXTRACTED
templates/README.md	templates/tasks.template.md	references	EXTRACTED
templates/README.md	templates/task-structure-guide.template.md	references	EXTRACTED
templates/README.md	templates/test-plan.template.md	references	EXTRACTED
templates/README.md	templates/test-strategy.template.md	references	EXTRACTED
templates/README.md	templates/threat-model.template.md	references	EXTRACTED
templates/README.md	templates/tool.template.md	references	EXTRACTED
templates/README.md	templates/user-documentation.template.md	references	EXTRACTED
templates/README.md	templates/user-training-guide.template.md	references	EXTRACTED
templates/README.md	templates/vv-plan.template.md	references	EXTRACTED
templates/spec-structure-folder.template.md	README.md	mentions	INFERRED
templates/status.template.md	README.md	mentions	INFERRED
templates/tasks.template.md	README.md	mentions	INFERRED
templates/task-structure-guide.template.md	README.md	mentions	INFERRED
testing/bash/run.sh	CLAUDE.md	mentions	INFERRED
testing/bash/run.sh	instructions/plaesy.instructions.md	mentions	INFERRED
testing/bash/run.sh	README.md	mentions	INFERRED
testing/bash/run.sh	scripts/bash/check-task-prerequisites.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/common.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/config-manager.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/create-new-feature.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/detect-stack.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/get-feature-paths.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/inject-ai-headers.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/install.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/plaesy-analyze.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/plaesy-clean.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/plaesy-init.sh	mentions	INFERRED
testing/bash/run.sh	scripts/bash/update-agent-context.sh	mentions	INFERRED
testing/powershell/run.ps1	CLAUDE.md	mentions	INFERRED
testing/powershell/run.ps1	README.md	mentions	INFERRED
testing/powershell/run.ps1	scripts/bash/plaesy-init.sh	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/check-task-prerequisites.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/common.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/config-manager.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/create-new-feature.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/get-feature-paths.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/inject-ai-headers.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/install.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/plaesy-analyze.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/plaesy-clean.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/plaesy-helper.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/plaesy-init.ps1	mentions	INFERRED
testing/powershell/run.ps1	scripts/powershell/update-agent-context.ps1	mentions	INFERRED
testing/smoke/smoke-e2e.sh	README.md	mentions	INFERRED
testing/smoke/smoke-e2e.sh	scripts/bash/plaesy-analyze.sh	mentions	INFERRED
testing/smoke/smoke-e2e.sh	scripts/bash/plaesy-graph.sh	mentions	INFERRED
testing/smoke/smoke-powershell.ps1	scripts/powershell/common.ps1	mentions	INFERRED
